Account name,Customer ID,Month,Currency code,Clicks,Impr.,CTR,Avg. CPC,Cost,Conversions,Cost / conv.,Conv. rate,Search impr. share,Search lost IS (budget)
BuyLakewoodRanch.com,302-017-9344,Sep-24,USD,844,"9,796",8.62%,1.77,1489.82,62,24.03,7.35%,< 10%,14.73%
BuyLasCruces.com,427-241-9707,Sep-24,USD,449,"9,571",4.69%,1.11,499.93,31,16.13,6.90%,17.78%,16.95%
BuyMagicValley.com,261-893-8960,Sep-24,USD,810,"13,254",6.11%,1.23,999.51,61,16.39,7.53%,24.94%,10.20%
BuyNovaRealEstate.com,521-072-2403,Sep-24,USD,350,"3,662",9.56%,1.43,499.73,31,16.12,8.86%,< 10%,10.85%
BuyOrSellLA.com,631-410-5056,Sep-24,USD,454,"6,190",7.33%,1.09,495.43,42,11.8,9.25%,< 10%,12.38%
BuySellHomesManhattanKS.com,639-598-4829,Sep-24,USD,295,"3,633",8.12%,1.02,300.95,26,11.58,8.81%,14.88%,19.30%
BuyWithLuker.com,618-439-0690,Sep-24,USD,273,"2,315",11.79%,1.8,490.84,29,16.93,10.62%,< 10%,7.22%
BuyYegHomes.com,317-426-6974,Sep-24,USD,"4,995","46,782",10.68%,0.54,2699.81,377,7.16,7.55%,11.40%,10.63%
C21NE.com,586-433-8178,Sep-24,USD,566,"10,208",5.54%,0.88,500.06,39,12.82,6.89%,< 10%,12.00%
CainRealtyGroup.com / TheCainTeam.com / CainSellsAustin.com,179-775-4570,Sep-24,USD,498,"3,697",13.47%,3.01,1497.65,41,36.53,8.23%,16.91%,16.73%
CalgaryCityHomes.com,575-804-8029,Sep-24,CAD,428,"4,256",10.06%,0.58,249.86,37,6.75,8.64%,12.41%,10.59%
CalgaryCityListings.com,701-067-9391,Sep-24,CAD,275,"4,051",6.79%,0.91,249.82,34,7.35,12.36%,< 10%,14.74%
CalgaryHomeAndCondo.com,383-731-4443,Sep-24,CAD,287,"2,248",12.77%,1.22,348.94,28,12.46,9.76%,< 10%,13.82%
CalgaryHouseFinder.ca,719-541-6778,Sep-24,CAD,"16,266","117,971",13.79%,0.89,14489.77,"1,342.00",10.8,8.25%,19.63%,12.04%
CalgaryListings.com,891-947-8637,Sep-24,USD,912,"17,284",5.28%,0.55,500.07,73,6.85,8.00%,< 10%,10.08%
CalgaryLuxuryRealEstate.com,380-204-2627,Sep-24,CAD,"3,229","25,719",12.55%,0.93,3000.14,206,14.56,6.38%,< 10%,10.99%
CaliforniaDeltaRealEstate.com / PhilippeTourvilleTeam.Com,728-422-3711,Sep-24,USD,864,"11,913",7.25%,1.16,999.49,59,16.94,6.83%,13.55%,9.19%
CallisonGroupIdaho.com,103-026-1625,Sep-24,USD,"1,366","17,150",7.97%,1.83,2499.55,84,29.76,6.15%,< 10%,11.47%
CanmoreABHomes.com,904-489-1564,Sep-24,CAD,"1,160","7,405",15.67%,0.65,749.94,72,10.42,6.21%,38.29%,13.41%
CapsHomesNWI.com,102-988-8823,Sep-24,USD,470,"9,561",4.92%,1.79,839.27,51,16.46,10.85%,10.41%,14.33%
CapToCoastNC.com,452-812-5821,Sep-24,USD,"1,449","17,767",8.16%,1.03,1499.09,104,14.41,7.18%,< 10%,9.75%
CarolinaHomeHub.com,347-567-6447,Sep-24,USD,"6,034","57,175",10.55%,1.27,7661.59,511,14.99,8.47%,15.96%,7.39%
CasalsRealtors.com,459-436-6693,Sep-24,USD,767,"4,341",17.67%,1.47,1125.74,65,17.32,8.47%,14.15%,6.16%
CassieSpearsTeam.com,111-228-4201,Sep-24,USD,535,"3,064",17.46%,0.94,500.31,43,11.64,8.04%,< 10%,12.71%
CentralFloridaHomeNavigator.com / OrlandoHomeNavigator.com,165-348-0376,Sep-24,USD,977,"8,429",11.59%,1.02,993.41,88,11.29,9.01%,< 10%,7.75%
CentralTexasHomes.co,679-046-3776,Sep-24,USD,554,"4,549",12.18%,0.9,499.65,66,7.57,11.91%,10.65%,10.30%
Century21ActionPlusRealty.com,243-543-3539,Sep-24,USD,"2,621","41,805",6.27%,1.33,3492.07,127,27.5,4.85%,26.62%,6.94%
Century21IntegraTexas.com,132-134-4188,Sep-24,USD,823,"9,834",8.37%,1.21,999.82,45,22.22,5.47%,< 10%,8.81%
ChadAndSandy.com / TheNeumannTeam.com,680-632-8146,Sep-24,USD,"1,755","14,675",11.96%,1.92,3374.4,145,23.27,8.26%,< 10%,17.36%
Chain-Realty.com / IndyChainRealty.com / ChainRealtyGroup.com,543-333-3497,Sep-24,USD,"2,145","23,165",9.26%,1.44,3078.53,200,15.39,9.32%,12.16%,7.20%
ChanceCaseyGroup.com,463-657-7195,Sep-24,USD,"2,029","12,884",15.75%,1.97,3998.35,136,29.4,6.70%,11.68%,8.60%
CharlestonAreaHomes.com / SearchMountPleasantHomes.com,966-393-3239,Sep-24,USD,"1,380","6,593",20.93%,1.95,2687.25,110,24.43,7.97%,11.87%,7.50%
CharlieButlerTeam.com,207-522-4521,Sep-24,USD,504,"11,875",4.24%,0.99,500.07,40,12.5,7.94%,11.72%,11.02%
ChicagosPropertyShop.com,608-072-8005,Sep-24,USD,"2,955","29,131",10.14%,1.73,5099.55,269,18.96,9.10%,26.71%,10.26%
ChristiHillTeam.com,992-438-0950,Sep-24,USD,262,"4,223",6.20%,0.95,249.85,17,14.7,6.49%,< 10%,15.10%
CityAndFieldHomes.com / JoeWrightRealEstate.com,852-720-5091,Sep-24,USD,931,"11,868",7.84%,1.07,996.95,101,9.87,10.85%,15.68%,12.48%
CityNest.ca,924-586-2749,Sep-24,CAD,659,"4,513",14.60%,0.91,599.49,46,13.03,6.98%,< 10%,13.70%
CitySpacesDFW.com,728-686-2021,Sep-24,USD,296,"3,222",9.19%,0.84,249.73,31,8.06,10.47%,< 10%,16.55%
ClearViewEP.com,706-970-8315,Sep-24,USD,575,"6,923",8.31%,2.43,1399.56,60,23.33,10.43%,< 10%,12.68%
Click-RealEstate.com,334-095-4976,Sep-24,USD,362,"2,827",12.81%,1.36,492.12,26,18.93,7.18%,14.40%,10.94%
CoastalLifeDelmarva.com,936-913-5707,Sep-24,USD,700,"11,136",6.29%,0.57,399.6,62,6.45,8.86%,< 10%,13.60%
CoastalNeighborhoods.com,533-492-7499,Sep-24,USD,"1,236","22,015",5.61%,0.81,999.84,68,14.7,5.50%,< 10%,10.69%
CoastBluffton.com,577-648-4419,Sep-24,USD,343,"3,832",8.95%,1.16,396.3,36,11.01,10.50%,< 10%,9.22%
CoastHomeNC.com,921-810-0676,Sep-24,USD,363,"2,023",17.94%,0.69,249.87,33,7.57,9.09%,< 10%,17.61%
CoastHomesMS.com,394-624-8780,Sep-24,USD,"1,444","14,895",9.69%,0.76,1099.87,163,6.75,11.29%,17.48%,9.00%
ColdwellBankerNEPA.com,300-061-7049,Sep-24,USD,655,"16,766",3.91%,0.76,498.35,63,7.91,9.62%,12.30%,11.62%
ColoradoDreamHouse.com,454-837-8196,Sep-24,USD,377,"3,482",10.83%,1.32,499.33,25,19.97,6.63%,12.03%,13.04%
ColoradoNewRealEstate.com,129-834-6176,Sep-24,USD,438,"3,707",11.82%,1.14,498.4,21,23.73,4.79%,13.96%,11.38%
CondosAndHomesOceanCity.com,362-174-4074,Sep-24,USD,"1,337","8,106",16.49%,0.75,999.84,121,8.26,9.05%,16.44%,8.92%
CorrieLuxuryHomes.com,953-860-1390,Sep-24,USD,340,"3,225",10.54%,1.76,598.91,28,21.39,8.24%,20.26%,12.47%
CrawfordWillisGroup.com,362-213-4248,Sep-24,USD,457,"3,891",11.75%,1.09,498.96,14,35.64,3.06%,< 10%,12.73%
Criterion-RealEstate.com,275-354-3354,Sep-24,USD,362,"2,879",12.57%,1.38,500.06,30,16.67,8.29%,18.96%,9.43%
CrouchGroupAZ.com,498-045-6142,Sep-24,USD,297,"2,209",13.44%,1.68,500.07,12,41.67,4.04%,< 10%,17.06%
CSpringsLiving.com,825-653-6166,Sep-24,USD,231,"2,453",9.42%,1.08,249.51,23,10.85,9.96%,< 10%,15.21%
CTownSells.com,866-197-5788,Sep-24,USD,387,"2,781",13.92%,1.81,700.03,21,33.33,5.43%,< 10%,17.60%
CurranGrp.com,495-452-1600,Sep-24,USD,342,"4,588",7.45%,1.46,499.41,22,22.7,6.43%,< 10%,12.42%
DallasHomesFinder.com,818-675-0092,Sep-24,USD,460,"4,426",10.39%,1.3,599.73,45,13.33,9.78%,< 10%,12.32%
DanielMedina.ca,796-254-7937,Sep-24,CAD,887,"7,791",11.38%,0.56,500.07,51,9.81,5.75%,< 10%,8.83%
DaveQuirk.ca,574-202-4980,Sep-24,CAD,560,"7,721",7.25%,0.45,250.11,27,9.26,4.82%,< 10%,15.05%
DavidGarciaTeam.com (new),793-943-7946,Sep-24,USD,618,"7,296",8.47%,0.97,600.13,71,8.45,11.49%,< 10%,15.78%
DawkinsResidential.com,740-131-9243,Sep-24,USD,502,"3,175",15.81%,1.09,549.37,63,8.72,12.55%,< 10%,11.11%
DawnWalton.com,187-130-5472,Sep-24,USD,"1,211","9,203",13.16%,0.83,999.71,64,15.62,5.28%,16.07%,10.67%
DebbieZyskowski.realestate,399-465-4170,Sep-24,USD,557,"3,990",13.96%,0.9,500.08,62,8.07,11.13%,< 10%,12.77%
DeeMartinSells.com,806-490-9394,Sep-24,USD,185,"2,057",8.99%,1.34,247.64,16,15.48,8.65%,11.28%,14.96%
DenovoRealty.com,290-722-3846,Sep-24,USD,"1,366","8,431",16.20%,1.46,1999.46,108,18.51,7.91%,22.50%,6.82%
DianaFalter.com,782-005-8294,Sep-24,USD,277,"2,411",11.49%,1.08,299.56,23,13.02,8.30%,< 10%,22.35%
DixonRealtyTeam.com,320-470-3091,Sep-24,USD,256,"2,440",10.49%,0.97,249.57,21,11.88,8.20%,< 10%,14.17%
DomicileRE.com,455-853-3035,Sep-24,USD,291,"1,991",14.62%,1.25,364.73,16,22.8,5.50%,12.08%,16.46%
DulayHomes.com,587-975-1192,Sep-24,USD,381,"5,227",7.29%,1.31,499.06,16,31.19,4.20%,< 10%,6.39%
EastCoastFloridaRealEstate.com  / FLTreasureCoastHomes.com,665-271-4249,Sep-24,USD,403,"3,188",12.64%,1.49,599.78,34,17.64,8.44%,< 10%,15.67%
Edmonton-Real-Estate.com,203-847-8643,Sep-24,USD,"3,854","31,707",12.16%,0.44,1699.75,316,5.38,8.20%,13.30%,8.52%
EdmontonHouseDeals.ca,627-047-9731,Sep-24,CAD,229,"3,691",6.20%,0.56,127.3,17,7.49,7.42%,< 10%,16.47%
EdmontonRealEstatePro.ca,309-981-3945,Sep-24,USD,"4,809","38,366",12.53%,0.42,1999.87,343,5.83,7.13%,10.82%,12.36%
Effective.RealEstate,446-977-2529,Sep-24,USD,"1,153","6,839",16.86%,0.87,999.78,144,6.94,12.49%,11.72%,6.62%
EFHomes.com,784-430-3958,Sep-24,USD,782,"12,871",6.08%,1.28,999.66,39,25.63,4.99%,16.17%,11.34%
ElamRE.com,895-822-5225,Sep-24,USD,"2,098","24,780",8.47%,1.56,3275.95,149,21.99,7.10%,< 10%,11.40%
EliteFlorida.com,675-079-7609,Sep-24,USD,270,"1,864",14.48%,0.88,237.38,17,13.96,6.30%,< 10%,13.98%
Elko-Homes.com,398-386-7782,Sep-24,USD,561,"6,883",8.15%,1.78,999.82,27,37.03,4.81%,42.48%,13.31%
EmilySellsGreenvilleNC.com / EmilyMcAllister.com,893-542-0498,Sep-24,USD,787,"13,125",6.00%,0.95,749.95,58,12.93,7.37%,16.99%,6.32%
EmpowerRealtyPartners.com,708-496-5084,Sep-24,CAD,451,"3,614",12.48%,0.67,300.21,22,13.65,4.88%,< 10%,11.81%
EnvisionVAHome.com,873-345-9337,Sep-24,USD,617,"4,527",13.63%,1.62,999.76,43,23.25,6.97%,13.66%,10.48%
EricKucharik.com,646-173-9239,Sep-24,USD,585,"5,191",11.27%,1.28,748.65,40,18.72,6.84%,< 10%,17.03%
EvansvilleRealEstateSearch.com,542-030-5539,Sep-24,USD,225,"2,522",8.92%,1.55,349.76,25,13.99,11.11%,< 10%,15.14%
ExpertHomeAdvisors.com,930-614-2427,Sep-24,USD,"2,358","17,146",13.75%,1.38,3248.72,221,14.7,9.37%,< 10%,10.25%
ExploreEdmontonRealEstate.com,811-974-4333,Sep-24,USD,"1,152","11,241",10.25%,0.52,599.75,72,8.33,6.25%,< 10%,11.09%
ExploreMDHomes.com,826-455-0976,Sep-24,USD,"2,127","10,620",20.03%,1.57,3345.81,177,18.9,8.32%,27.19%,4.06%
ExtremeRE.com,447-741-2776,Sep-24,USD,"1,062","6,642",15.99%,0.94,999.51,98,10.2,9.23%,14.46%,9.86%
FerrariHomeGroup.com,561-327-8598,Sep-24,USD,"1,182","11,051",10.70%,1.59,1874.9,105,17.86,8.88%,< 10%,9.63%
FindAHomeInSiouxFalls.com,483-823-9911,Sep-24,USD,"1,446","15,376",9.40%,1.38,1999.89,94,21.28,6.50%,18.76%,8.12%
FindEdmontonHomes.ca,126-234-7721,Sep-24,USD,"1,442","17,954",8.03%,0.35,500.27,156,3.21,10.82%,< 10%,11.32%
FindHome.ms,887-987-3635,Sep-24,USD,"1,062","22,438",4.73%,0.94,999.82,98,10.2,9.23%,16.27%,15.08%
FindingHomeLasVegas.com,319-674-7815,Sep-24,USD,"1,042","12,361",8.43%,1.33,1387.15,89,15.59,8.54%,< 10%,21.44%
FindLeagueCityHomes.com,839-446-4445,Sep-24,USD,331,"3,000",11.03%,0.75,248.68,26,9.56,7.85%,< 10%,11.30%
FindYourCHSHome.com,584-323-7009,Sep-24,USD,158,"1,033",15.30%,1.58,249.84,20,12.49,12.66%,23.70%,25.48%
Florida-Keys.realestate,244-934-8796,Sep-24,USD,"1,229","8,413",14.61%,0.65,799.82,124,6.45,10.09%,18.51%,10.13%
FloridaCondoFinder.com,501-313-4109,Sep-24,USD,"1,669","12,524",13.33%,1.41,2355.47,144,16.36,8.63%,< 10%,10.28%
FloridaHomeTool.com,292-739-5196,Sep-24,USD,726,"7,947",9.14%,1.53,1108.44,59,18.79,8.13%,< 10%,12.38%
FloridaPropertySearch.com,177-192-3543,Sep-24,USD,248,"3,250",7.63%,1.44,357.7,14,25.55,5.65%,< 10%,7.48%
FloridaRealEstateCentral.com/ / TheMarganonGroup.com,555-069-6000,Sep-24,USD,"1,581","20,386",7.76%,1.14,1794.56,151,11.88,9.55%,< 10%,9.51%
FluxRealty.ca,876-553-0691,Sep-24,CAD,"4,005","36,633",10.93%,0.87,3499.94,272,12.87,6.79%,17.99%,10.50%
Fort-McMurray-Real-Estate.ca,377-772-8562,Sep-24,USD,"1,580","7,069",22.35%,1.01,1599.77,122,13.11,7.72%,49.26%,8.17%
FortMyersRealEstate.com / EquityRealty.com,903-982-5633,Sep-24,USD,"4,228","34,067",12.41%,1.42,5995.87,287,20.89,6.79%,10.99%,11.26%
FourPointsRealtyCo.com,630-570-4337,Sep-24,USD,503,"6,433",7.82%,0.99,499.75,35,14.28,6.96%,10.26%,16.57%
FoxesSellFaster.com,584-449-5837,Sep-24,USD,500,"2,789",17.93%,1.65,823.73,28,29.42,5.60%,10.04%,3.10%
FreedomRealEstateSpokane.com,184-805-0442,Sep-24,USD,"1,060","10,574",10.02%,1.41,1489.5,79,18.85,7.45%,12.95%,11.22%
Fritzrealtygroup.com,182-883-9270,Sep-24,USD,392,"4,046",9.69%,1.28,500.07,27,18.52,6.89%,11.53%,11.99%
GettyGroup.ca,195-533-8994,Sep-24,CAD,"1,573","14,696",10.70%,1.41,2216.65,136,16.3,8.65%,< 10%,10.82%
GForceTeam.com,424-257-5288,Sep-24,USD,395,"4,747",8.32%,1.27,499.74,16,31.23,4.05%,11.20%,13.00%
GileGroup.com,105-583-5321,Sep-24,USD,230,"1,262",18.23%,1.09,250.09,19,13.16,8.26%,< 10%,17.07%
GoganTeam.com / SoldByGogan.com,620-162-2333,Sep-24,USD,"2,076","16,752",12.39%,1.68,3484.76,154,22.63,7.42%,< 10%,12.14%
GoldCountryModern.com / BayAreaModern.com,541-538-8842,Sep-24,USD,650,"8,799",7.39%,0.92,598.82,48,12.48,7.38%,14.75%,13.94%
GonzalesEquityGroup.com,498-594-3243,Sep-24,USD,"1,183","7,420",15.94%,1.69,1999.47,92,21.73,7.78%,10.07%,12.52%
GoodManors.ca,766-475-5149,Sep-24,CAD,"1,285","20,131",6.38%,1.17,1499.52,95,15.78,7.39%,21.03%,10.90%
GoTripleCrown.com,969-512-5088,Sep-24,USD,645,"10,570",6.10%,1.55,999.83,28,35.71,4.34%,31.39%,9.34%
GrahamTeam.com,784-140-2041,Sep-24,USD,"1,086","5,807",18.70%,1.84,1999.96,121,16.53,11.14%,17.41%,11.31%
GreaterAtlantaAreaHomeFinder.com,997-718-6894,Sep-24,USD,161,"1,788",9.00%,0.77,123.77,12,10.31,7.45%,< 10%,22.35%
GreatLifeFL.com,257-643-0678,Sep-24,USD,373,"6,246",5.97%,1.34,500.07,35,14.29,9.38%,15.97%,14.86%
GreenvilleHeartProperties.com,493-087-7797,Sep-24,USD,"1,059","13,247",7.99%,0.9,950.03,86,11.05,8.12%,< 10%,5.46%
GreySq.com,992-883-9825,Sep-24,USD,594,"5,668",10.48%,1.47,874.8,41,21.34,6.90%,< 10%,8.42%
GulfCoastHomeGuide.com,724-762-8848,Sep-24,USD,689,"4,549",15.15%,1.45,999.83,59,16.95,8.56%,< 10%,13.48%
HalifaxMetroHomes.com,888-712-4341,Sep-24,CAD,"1,212","11,509",10.53%,0.82,999.25,114,8.77,9.41%,15.61%,8.41%
HamiltonCountyHomesForSale.com,887-558-3274,Sep-24,USD,625,"7,327",8.53%,0.76,474.73,44,10.79,7.04%,10.97%,8.97%
HartHomesRealty.com,556-024-8103,Sep-24,USD,616,"8,717",7.07%,1.62,999.88,58,17.24,9.42%,< 10%,9.67%
HartRES.com,340-827-9376,Sep-24,USD,289,"2,381",12.14%,1.04,300.02,12,25,4.15%,< 10%,15.98%
HauptRealty.com,666-518-4127,Sep-24,USD,"1,253","6,635",18.88%,0.8,1000.11,122,8.2,9.74%,< 10%,10.92%
HeidiFuchs.com,186-663-9305,Sep-24,USD,369,"2,314",15.95%,1.35,499.96,26,19.23,7.05%,< 10%,12.51%
HensonCoastalProperties.co,894-610-4897,Sep-24,USD,732,"5,262",13.91%,1.42,1039.31,53,19.61,7.24%,< 10%,12.13%
HeroHomesGroup.com,727-275-1398,Sep-24,USD,988,"11,882",8.32%,2.02,1991.9,77,25.87,7.79%,22.51%,10.86%
HighlandBeachHomeFinder.com,635-781-2437,Sep-24,USD,233,"1,899",12.27%,1.47,342.64,24,14.28,10.30%,32.32%,16.65%
HighrisesChicago.com,209-075-0262,Sep-24,USD,413,"3,849",10.73%,0.85,350.31,42,8.34,10.17%,< 10%,17.85%
HighrisesCondos.com,695-743-8672,Sep-24,USD,885,"6,287",14.08%,1.3,1148.62,83,13.84,9.38%,15.40%,12.56%
HitchcockProps.com,607-352-7068,Sep-24,USD,694,"4,706",14.75%,1.3,899.3,58,15.51,8.36%,< 10%,9.45%
HomeAndLandGroup.com,724-204-0296,Sep-24,USD,256,"2,507",10.21%,1.78,454.74,23,19.77,8.98%,17.32%,17.84%
HomesByAmyIzzo.com,601-747-3547,Sep-24,USD,"1,931","32,390",5.96%,1.04,2000.01,107,18.69,5.54%,< 10%,8.10%
HomesByDevon.ca,146-155-9646,Sep-24,USD,950,"8,132",11.68%,0.52,497.58,61,8.16,6.42%,< 10%,9.03%
HomesbySheryl.com,881-099-1764,Sep-24,USD,290,"1,795",16.16%,0.85,246.83,24,10.28,8.28%,< 10%,14.76%
HomesForSaleCharlestonGroup.com,605-242-0201,Sep-24,USD,610,"5,458",11.18%,1.22,746.58,46,16.23,7.54%,< 10%,13.11%
HomesInCalgaryAB.com,475-327-3386,Sep-24,CAD,368,"4,932",7.46%,1.36,499.42,26,19.21,7.07%,< 10%,13.11%
HomesInStGeorgeUT.com,215-023-5605,Sep-24,USD,497,"5,805",8.56%,1.51,748.01,47,15.92,9.46%,10.70%,11.35%
HomesMidTN.com,592-295-2903,Sep-24,USD,305,"2,759",11.05%,0.98,300.03,24,12.5,7.87%,< 10%,13.15%
HomesOfBirmingham.com,988-432-1260,Sep-24,USD,761,"7,515",10.13%,0.66,500.43,81,6.18,10.64%,< 10%,12.95%
HomesOfColumbia.info,254-809-0074,Sep-24,USD,213,"2,608",8.17%,1.01,215.85,34,6.35,15.96%,< 10%,14.35%
HomesOnVancouverIsland.ca,187-141-0435,Sep-24,USD,"5,132","42,737",12.01%,0.5,2545.18,326,7.81,6.35%,16.97%,10.12%
HomesteadRealtyCo.com / HomesteadCoRealty.com,147-070-0709,Sep-24,USD,"2,720","29,005",9.38%,1.29,3499.92,218,16.05,8.01%,13.44%,9.94%
HomesToHeart.com,345-360-1093,Sep-24,USD,519,"6,344",8.18%,1.16,600.82,31,19.38,5.97%,< 10%,13.51%
HomeTeamREPros.com,291-198-9896,Sep-24,USD,538,"9,135",5.89%,0.93,500.14,35,14.29,6.51%,< 10%,11.74%
HopeTylerHomeTeam.com,576-748-4498,Sep-24,USD,363,"3,223",11.26%,1.37,496.83,29,17.13,7.99%,< 10%,9.93%
HorizonWestRealtyLLC.com,262-124-3621,Sep-24,USD,350,"2,661",13.15%,1.43,499.33,32,15.6,9.14%,< 10%,9.87%
HouseHuntersOfIdaho.com,210-746-2458,Sep-24,USD,846,"12,615",6.71%,1.17,992.91,34,29.2,4.02%,< 10%,9.95%
HouseInEdmonton.ca,583-976-7062,Sep-24,CAD,827,"9,305",8.89%,0.61,500.52,62,8.07,7.50%,< 10%,12.48%
HousesCalgary.ca,579-758-5370,Sep-24,USD,"2,607","16,445",15.85%,0.77,1999.57,274,7.3,10.51%,14.60%,10.46%
HoustonHomeSales.co,536-357-5613,Sep-24,USD,527,"5,321",9.90%,0.85,449.77,44,10.22,8.35%,< 10%,12.63%
HubREC.com,118-710-8629,Sep-24,USD,"2,995","47,573",6.30%,1.32,3958.79,216,18.33,7.21%,18.50%,9.76%
IndyHomeExperts.com / WestIndyLiving.com,619-512-8582,Sep-24,USD,"1,193","11,014",10.83%,1.04,1241.85,73,17.01,6.12%,10.88%,10.36%
IndyWiseChoice.com,606-902-8707,Sep-24,USD,208,"2,501",8.32%,1.19,247.51,12,20.63,5.77%,< 10%,11.79%
IrvinRealtyLLC.com,818-050-5213,Sep-24,USD,232,"2,942",7.89%,2.35,544.41,22,24.75,9.48%,< 10%,15.84%
JacksonRealty.net / LisaJacksonTeam.com,479-803-3611,Sep-24,USD,887,"21,176",4.19%,2.25,1999.67,21,95.22,2.37%,35.69%,5.23%
JacobSandersHomes.com,134-168-3744,Sep-24,USD,932,"4,458",20.91%,0.8,749.95,90,8.33,9.66%,37.45%,12.95%
JayCombesHomes.com,683-677-4811,Sep-24,USD,"1,767","26,287",6.72%,0.85,1499.87,143,10.49,8.09%,< 10%,7.29%
JayHancockRealEstate.com,315-105-3486,Sep-24,USD,963,"9,730",9.90%,1.04,999.85,57,17.54,5.92%,< 10%,6.43%
JCRealty.com,646-171-7560,Sep-24,USD,830,"9,391",8.84%,0.3,249.83,77,3.24,9.28%,24.57%,11.37%
JeffCookRealEstate.com / CarolinaHousesForSale.com,375-145-7162,Sep-24,USD,"9,026","90,020",10.03%,1.25,11267.56,743,15.16,8.23%,< 10%,10.35%
JenniferSipkens.ca,562-624-1264,Sep-24,CAD,385,"2,912",13.22%,1.04,400.04,33,12.12,8.57%,< 10%,13.95%
JettRealEstate.com,302-479-4129,Sep-24,USD,344,"2,775",12.40%,1.16,399.91,19,21.05,5.52%,< 10%,18.65%
JillSmithTeam.com,826-307-9991,Sep-24,USD,424,"3,944",10.75%,1.18,499.52,36,13.88,8.49%,< 10%,12.33%
JimTalbertResidential.com,518-266-0344,Sep-24,USD,339,"4,433",7.65%,1.03,349.79,30,11.66,8.85%,< 10%,13.00%
JnTPerezTeam.com,964-317-6072,Sep-24,USD,306,"1,810",16.91%,0.98,299.88,19,15.78,6.21%,< 10%,13.78%
JodyCleggTeam.com,492-340-2497,Sep-24,USD,"1,153","17,524",6.58%,1.52,1750.34,54,32.41,4.68%,15.28%,10.30%
JoeArizonaHomes.com,305-634-8197,Sep-24,USD,461,"4,478",10.29%,1.51,696.21,30,23.21,6.51%,< 10%,10.52%
JoeWilsonSells.com,517-291-0454,Sep-24,USD,333,"2,656",12.54%,1.5,499.87,26,19.23,7.81%,24.79%,14.02%
JohnLScottBallard.com,105-749-5699,Sep-24,USD,336,"4,516",7.44%,0.89,298.73,20,14.94,5.95%,< 10%,11.03%
JourneyHomeRealtyGroup.com,456-126-4144,Sep-24,USD,668,"8,722",7.66%,0.74,497.15,59,8.43,8.83%,< 10%,7.12%
JPSold.com,639-146-7293,Sep-24,USD,807,"7,259",11.12%,0.87,700.1,64,10.94,7.93%,11.57%,5.59%
JulietLalouel.com / JulietRealty.com,246-579-2490,Sep-24,USD,"1,086","9,530",11.40%,0.9,980.66,85,11.54,7.83%,10.01%,12.05%
Just4Real.com,117-471-6452,Sep-24,USD,190,"1,441",13.19%,1.58,299.8,14,21.41,7.37%,12.55%,10.22%
JustSayHomeKC.com,607-004-6015,Sep-24,USD,104,761,13.67%,4.7,488.48,27,18.09,25.96%,41.63%,14.15%
K2SellsFlorida.com,406-743-3439,Sep-24,USD,976,"10,134",9.63%,1.02,993.99,80,12.42,8.20%,10.67%,7.56%
KAllanLVRE.com,703-637-1397,Sep-24,USD,"2,700","36,773",7.34%,1.67,4503.26,177,25.44,6.55%,< 10%,9.59%
KellyWoodsRealEstate.com,956-153-9125,Sep-24,USD,442,"4,860",9.09%,1.02,449.56,47,9.57,10.63%,11.42%,13.31%
KelownaHomes.com,413-378-0427,Sep-24,USD,982,"9,378",10.47%,0.37,364.8,78,4.68,7.94%,16.52%,12.70%
KernickHomes.com,612-413-7411,Sep-24,USD,201,"1,789",11.24%,0.79,159.68,15,10.65,7.46%,< 10%,14.76%
KevinDCosta.com,418-272-0880,Sep-24,CAD,249,"1,700",14.65%,1.2,299.69,28,10.7,11.24%,< 10%,12.82%
KeyAvenueGroup.com/ KeyAveGroup.com,240-966-1093,Sep-24,USD,"1,659","15,009",11.05%,1.51,2499.77,112,22.32,6.75%,< 10%,7.64%
KeyeTeam.com,482-023-8646,Sep-24,USD,349,"4,243",8.23%,2.29,799.11,28,28.54,8.02%,10.33%,12.78%
KeySIGRealty.com,904-661-4605,Sep-24,USD,174,"3,372",5.16%,1.28,221.9,12,18.49,6.90%,16.06%,17.87%
KillebrewRE.com,695-379-7547,Sep-24,USD,436,"4,245",10.27%,1.15,499.99,33,15.15,7.57%,23.77%,10.61%
KittleRealEstate.com,853-123-6525,Sep-24,USD,176,"1,503",11.71%,3.41,599.41,16,37.46,9.09%,16.23%,15.88%
KnightRealtySearch.com,165-147-3160,Sep-24,USD,491,"4,558",10.77%,1.01,498.29,29,17.18,5.91%,< 10%,11.32%
KnoxvilleAreaHomes.net,989-494-0392,Sep-24,USD,"1,272","9,995",12.73%,0.79,999.67,135,7.4,10.61%,< 10%,8.90%
KrisWeaver.com,425-169-9597,Sep-24,USD,"8,645","100,984",8.56%,2.08,18006.86,539,33.41,6.23%,27.12%,8.57%
KTSellsMB.com,588-449-2994,Sep-24,USD,469,"3,255",14.41%,1.28,599.75,45,13.33,9.59%,< 10%,13.06%
LafayetteHomePros.com,349-772-2933,Sep-24,USD,217,"1,451",14.96%,0.58,124.94,22,5.68,10.14%,13.97%,17.39%
LaFleurRealEstateInc.com,490-753-8995,Sep-24,USD,"1,050","11,542",9.10%,0.95,999.49,69,14.49,6.57%,< 10%,15.19%
LaHomes.com,971-971-4486,Sep-24,USD,461,"4,626",9.97%,1.08,497.99,45,11.07,9.76%,10.69%,6.32%
